Sales country,,City,Zip code
819,China,Quzhou,324000
819,China,Ningbo,315033
819,China,Yiwu,322000
819,China,Bozhou,236800
819,China,Danyang,212300
819,China,Changzhou,213119
819,China,Yancheng,224007
819,China,Yancheng,224007
819,China,Lianyungang,222062
819,China,Lianyungang,222062
819,China,Zhenjiang,212011
819,China,Beijing,100123
819,China,Qinhuangdao,66004
819,China,Jinan,250000
819,China,Qingdao,266109
819,China,Guiyang,550081
819,China,Guiyang,550081
819,China,Xiamen,361006
819,China,Dongguan,523000
819,China,Guangzhou,510651
819,China,CAHOZHOU,521031
819,China,Changsha,410000
819,China,Su1zhou,215101
819,China,Shanghai,200331
819,China,Nanjing,211100
819,China,Taizhou,317500
819,China,Tongxiang,314500
819,China,Wenzhou,325011
819,China,Beijing,100143
819,China,Taiyuan,30032
819,China,Dezhou,253000
819,China,Jinzhou,121000
819,China,Chongqing,400054
819,China,Dali,671005
819,China,Guangzhou,510300
819,China,Chengdu,610000
819,China,Ningbo,315153
819,China,Shanghai,201105
819,China,Qingdao,266100
819,China,Zhanjiang,524043
819,China,Changsha,410000
819,China,Tai1zhou,318000
819,China,Yangzhou,225008
819,China,Jiaxing,314000
819,China,Su1zhou,215314
819,China,Quzhou,324000
819,China,Quanzhou,362000
819,China,Huzhou,313000
819,China,Taizhou,225300
819,China,Huai'an,223300
819,China,Yancheng,224007
819,China,Huzhou,313000
819,China,Luoyang,471000
819,China,Chengdu,610063
819,China,Chengdu,610063
819,China,Chongqing,400020
819,China,Chongqing,400020
819,China,Haikou,
819,China,ZHONGSHAN,528436
819,China,Foshan,528308
819,China,Chengdu,610200
819,China,Chengdu,610052
819,China,Guangzhou,511430
819,China,Guangzhou,510651
819,China,Guangzhou,511400
819,China,Shenzhen,518040
819,China,Ningde,352100
819,China,Yulin,537000
819,China,Dongguan,523711
819,China,Dongguan,523711
819,China,Quanzhou,362200
819,China,Lianyungang,222062
819,China,JiuJiang,332000
819,China,Xuzhou,221004
819,China,Xuzhou,221004
819,China,Shanghai,201611
819,China,Beijing,102209
819,China,Taiyuan,30032
819,China,Tianjin,300457
819,China,Binzhou,256600
819,China,Wuhan,430040
819,China,Chongqing,563000
819,China,Wuhan,430014
819,China,Chengdu,610000
819,China,Shenzhen,518054
819,China,Wuhan,430023
819,China,Shenzhen,518019
819,China,Changsha,410100
819,China,Changsha,410100
819,China,Taiyuan,30031
819,China,Beijing,100176
819,China,Shenzhen,518172
819,China,ZHONGSHAN,528411
819,China,Guangzhou,510651
819,China,Shenzhen,518023
819,China,Shenzhen,518023
819,China,Longyan,364000
819,China,Longyan,364000
819,China,Fuzhou,350101
819,China,Xuzhou,221121
819,China,Quzhou,324000
819,China,Hangzhou,311121
819,China,Ningbo,315033
819,China,Wuxi,214105
819,China,Liyang,213300
819,China,Changzhou,213164
819,China,Qingdao,266101
819,China,Beijing,100023
819,China,Beijing,100022
819,China,Tianjin,300381
819,China,Qinhuangdao,66004
819,China,Yantai,264006
819,China,Yuncheng,44000
819,China,Beijing,100028
819,China,Guang'an,638500
819,China,Wuhan,430200
819,China,JIANGMEN,529100
819,China,Guangzhou,510665
819,China,Beijing,100176
819,China,Dongguan,523000
819,China,Liuzhou,545006
819,China,Shenzhen,518023
819,China,beihai,536000
819,China,Changsha,410000
819,China,Changsha,410000
819,China,Changsha,410000
819,China,Haikou,571100
819,China,Nanning,530007
819,China,Jiaxing,314000
819,China,Jiaxing,314000
819,China,Xiamen,361026
819,China,Xiamen,361026
819,China,Shaoxing,311800
819,China,Hangzhou,310051
819,China,Ningbo,315033
819,China,Fuzhou,350112
819,China,Zhoushan,316000
819,China,Suzhou,215127
819,China,Yancheng,224007
819,China,Beijing,101312
819,China,Luoyang,471000
819,China,Taiyuan,30032
819,China,Beijing,101102
819,China,Beijing,101102
819,China,Shijiazhuang,50000
819,China,Tangshan,63000
819,China,Tianjin,300400
819,China,Langfang,65000
819,China,Panjin,124010
819,China,Chongqing,400054
819,China,Chongqing,400054
819,China,Hangzhou,310022
819,China,Hangzhou,310019
819,China,Chongqing,401122
819,China,Qingdao,266100
819,China,Qingdao,266100
819,China,Dongguan,523000
819,China,Shenzhen,518049
819,China,Shenzhen,518049
819,China,Guangzhou,511400
819,China,Guangzhou,511400
819,China,MAOMING,525000
819,China,SHAOYANG,422000
819,China,Changde,415000
819,China,Changsha,410000
819,China,Changsha,410000
819,China,Dongguan,523711
819,China,Shaoxing,311800
819,China,Suzhou,215011
819,China,Zhangzhou,363007
819,China,Liyang,213300
819,China,Changzhou,213164
819,China,Taaizhou,225300
819,China,Yancheng,224007
819,China,Wenzhou,325011
819,China,Tianjin,300308
819,China,Beijing,100022
819,China,Changzhi,46000
819,China,Cangzhou,61000
819,China,Tianjin,300381
819,China,Qinhuangdao,66004
819,China,Chongqing,400054
819,China,Guangzhou,510300
819,China,Chengdu,610000
819,China,Baoding,71051
819,China,Chongqing,400039
819,China,Chengdu,610200
819,China,Chengdu,610052
819,China,Foshan,528000
819,China,Changsha,410000
819,China,Zhaoqing,526040
819,China,Yangzhou,225008
819,China,Xiamen,361026
819,China,Xiamen,361026
819,China,Wuxi,214028
819,China,Hangzhou,311121
819,China,Hangzhou,310051
819,China,Jiangyin,214442
819,China,Zhangzhou,363007
819,China,Taizhou,317500
819,China,Hefei,230051
819,China,Suzhou,215127
819,China,Yancheng,224007
819,China,Shanghai,201206
819,China,Shanghai,201206
819,China,Huzhou,313000
819,China,Weifang,261057
819,China,Weifang,261057
819,China,Shijiazhuang,50000
819,China,Jinan,250000
819,China,Chengdu,610045
819,China,Chengdu,610063
819,China,Kunming,650228
819,China,Guangzhou,510300
819,China,Foshan,528200
819,China,Foshan,528200
819,China,Chongqing,400020
819,China,Hangzhou,310022
819,China,ZHUHAI,519070
819,China,Qingdao,266100
819,China,Foshan,528308
819,China,Shenzhen,518172
819,China,Chengdu,610041
819,China,Chengdu,610041
819,China,ZHONGSHAN,528411
819,China,Guangzhou,510670
819,China,Shenzhen,518040
819,China,Changsha,410000
819,China,Foshan,528303
819,China,Nanning,530007
819,China,Tai1zhou,318050
819,China,Huzhou,313000
819,China,Yancheng,224000
819,China,Shanghai,200439
819,China,Quanzhou,362000
819,China,Wenzhou,325011
819,China,Wenzhou,325011
819,China,Shishi,362700
819,China,Taizhou,317500
819,China,Liyang,213300
819,China,Tongxiang,314500
819,China,Suzhou,215127
819,China,QIDONG,226299
819,China,Yancheng,224007
819,China,Lianyungang,222062
819,China,Lianyungang,222062
819,China,Shanghai,201206
819,China,Zhenjiang,212011
819,China,Weifang,261057
819,China,Beijing,100022
819,China,Zhengzhou,450000
819,China,Langfang,65000
819,China,Heze,274000
819,China,Beijing,100021
819,China,Chongqing,400054
819,China,Wuhan,430040
819,China,Guangzhou,510300
819,China,Fu2zhou,350011
819,China,Shijiazhuang,50061
819,China,Nanning,530031
819,China,Xiamen,361006
819,China,Xiamen,361006
819,China,Chengdu,610052
819,China,Guangzhou,511430
819,China,Guangzhou,510670
819,China,MAOMING,525000
819,China,Changde,415000
819,China,Tai1zhou,318000
819,China,Nanjing,210036
819,China,Fu Zhou,350100
819,China,Suzhou,215100
819,China,Suzhou,215011
819,China,Yancheng,224007
819,China,Zhengzhou,450000
819,China,ZIBO,255000
819,China,Mianyang,621000
819,China,Xianyang,712000
819,China,Wuhan,430023
819,China,Hangzhou,310022
819,China,Wuxi,214000
819,China,Hefei,230011
819,China,Shenzhen,518019
819,China,Haikou,
819,China,Shenzhen,518172
819,China,Shenzhen,518172
819,China,Hengyang,421001
819,China,MAOMING,525000
819,China,Sanya,572000
819,China,Haikou,571100
819,China,Haikou,571100
819,China,Foshan,528303
819,China,Yulin,537000
819,China,Guangzhou,510400
819,China,Tai1zhou,318000
819,China,Xuzhou,221121
819,China,Wuxi,214028
819,China,Quanzhou,362200
819,China,Hangzhou,311121
819,China,Shanghai,200439
819,China,Shanghai,200439
819,China,Jiaxing,314001
819,China,Danyang,212300
819,China,Danyang,212300
819,China,Suzhou,215127
819,China,Nanjing,210032
819,China,Changchun,130033
819,China,Beijing,100022
819,China,Rizhao,276800
819,China,Panjin,124010
819,China,Linyi,276001
819,China,Chengdu,610063
819,China,Mianyang,621000
819,China,Guang'an,638500
819,China,Wuhan,430200
819,China,Guangzhou,510300
819,China,Guangzhou,510300
819,China,Chongqing,400020
819,China,Xiamen,361006
819,China,Xiamen,361006
819,China,Guangzhou,511400
819,China,Liuzhou,545006
819,China,Shenzhen,518040
819,China,Haikou,571100
819,China,Haikou,571100
819,China,Foshan,528303
819,China,Tai1zhou,318050
819,China,Jiaxing,314000
819,China,Shaoxing,311800
819,China,Hangzhou,311121
819,China,Hangzhou,310051
819,China,Hangzhou,310051
819,China,Shanghai,201803
819,China,Wuxi,214124
819,China,Yangzhou,225200
819,China,Hefei,230051
819,China,Hefei,230051
819,China,Suzhou,215127
819,China,Handan,56000
819,China,Beijing,101101
819,China,Shijiazhuang,50000
819,China,Zhengzhou,450000
819,China,Chengdu,610045
819,China,Chengdu,610045
819,China,Chengdu,610063
819,China,Ningbo,315153
819,China,Shenyang,110025
819,China,Dongguan,523076
819,China,Xiamen,361006
819,China,Xiamen,361006
819,China,Xiamen,361006
819,China,Chongqing,400039
819,China,Chengdu,610200
819,China,Chengdu,610200
819,China,Guangzhou,511400
819,China,Liuzhou,545006
819,China,Zhanjiang,524043
819,China,Shenzhen,518023
819,China,Shenzhen,518023
819,China,Shenzhen,518040
819,China,Haikou,571100
819,China,Nanning,530007
819,China,Tai1zhou,318000
819,China,Nantong,226007
819,China,Xuzhou,221121
819,China,Xuzhou,221121
819,China,Shanghai,201803
819,China,Quanzhou,362000
819,China,Shanghai,201112
819,China,Shanghai,200072
819,China,Taicang,215400
819,China,Taizhou,317500
819,China,Bozhou,236800
819,China,Liyang,213300
819,China,Changzhou,213164
819,China,Tongxiang,314500
819,China,Lianyungang,222062
819,China,Wenzhou,325011
819,China,Weifang,261057
819,China,Tianjin,300308
819,China,Changchun,130062
819,China,Dalian,116037
819,China,Rizhao,276800
819,China,Deyang,618000
819,China,Chengdu,610063
819,China,Urumqi,830026
819,China,Chongqing,400054
819,China,Meishan,620010
819,China,Guangzhou,510300
819,China,Dongguan,523407
819,China,Hangzhou,310022
819,China,Tianjin,300402
819,China,ZIBO,255000
819,China,Chongqing,401122
819,China,Xiamen,361006
819,China,Dongguan,523000
819,China,Dongguan,523000
819,China,Chengdu,610200
819,China,Chengdu,610200
819,China,Chengdu,610052
819,China,Chengdu,610052
819,China,Guangzhou,510670
819,China,Guangzhou,510670
819,China,Changsha,410000
819,China,Yangzhou,225008
819,China,Nanjing,211100
819,China,Shanghai,201803
819,China,Quanzhou,362000
819,China,Shanghai,201112
819,China,Wenzhou,325011
819,China,ZHEN JIANG,212000
819,China,Taicang,215400
819,China,Suqian,223812
819,China,Yangzhou,225200
819,China,Suzhou,215127
819,China,Changzhou,213119
819,China,Lianyungang,222062
819,China,Shijiazhuang,50000
819,China,ZIBO,255330
819,China,Leshan,614000
819,China,Meishan,620010
819,China,Chengdu,610000
819,China,Chongqing,401122
819,China,Chongqing,400020
819,China,Chongqing,400020
819,China,ZIBO,255000
819,China,Baoding,71051
819,China,Haikou,
819,China,Shantou,515041
819,China,Xiamen,361006
819,China,Wenzhou,325029
819,China,Chengdu,610200
819,China,Chengdu,610200
819,China,Guangzhou,511430
819,China,Liuzhou,545006
819,China,Guilin,541213
819,China,Zhuzhou,412000
819,China,Huizhou,516001
819,China,Shenzhen,518110
819,China,Quanzhou,362000
819,China,Quanzhou,362000
819,China,Nanning,530007
819,China,Tai1zhou,318000
819,China,Shanghai,201322
819,China,Nantong,226001
819,China,Hefei,230601
819,China,Hangzhou,310051
819,China,Shanghai,201803
819,China,Hangzhou,311215
819,China,Ningbo,315033
819,China,Wenzhou,325011
819,China,Suzhou,215011
819,China,Wuxi,214124
819,China,Yangzhou,225200
819,China,Huai'an,223300
819,China,Changzhou,213164
819,China,Taaizhou,225300
819,China,Yancheng,224007
819,China,Yiwu,322000
819,China,Nanjing,210032
819,China,Zhenjiang,212011
819,China,Zhenjiang,212011
819,China,Beijing,101312
819,China,Beijing,100023
819,China,Beijing,100123
819,China,Luoyang,471000
819,China,Changchun,130033
819,China,Changchun,130033
819,China,Tianjin,300308
819,China,Heze,274000
819,China,Qingdao,266109
819,China,Chongqing,400054
819,China,Fu2zhou,350011
819,China,Hangzhou,310019
819,China,Shijiazhuang,50061
819,China,Shenzhen,518019
819,China,Chengdu,610041
819,China,Qingdao,266100
819,China,Xi'an,710021
819,China,Chengdu,610200
819,China,Guangzhou,511430
819,China,Guangzhou,511430
819,China,Guangzhou,511400
819,China,Zhanjiang,524043
819,China,Qingyuan,511515
819,China,Guangzhou,510670
819,China,Shenzhen,518023
819,China,Foshan,528000
819,China,Changsha,410000
819,China,Haikou,571100
819,China,Quanzhou,362000
819,China,Ningbo,315318
819,China,Xuzhou,221121
819,China,Huzhou,313000
819,China,Quanzhou,362000
819,China,Suzhou,215100
819,China,Linhai,317000
819,China,Changzhou,213164
819,China,Suzhou,234000
819,China,Yancheng,224007
819,China,Shanghai,201799
819,China,Beijing,100123
819,China,Beijing,100143
819,China,Tangshan,63000
819,China,Xinyang,464000
819,China,Linyi,276001
819,China,Chengdu,610045
819,China,Guang'an,638500
819,China,Leshan,614000
819,China,Meishan,620010
819,China,Chengdu,610000
819,China,Dongguan,523407
819,China,Hangzhou,310022
819,China,Guangzhou,510665
819,China,Guangzhou,510665
819,China,Xiamen,361006
819,China,Xiamen,361006
819,China,Beijing,100192
819,China,Qingdao,266100
819,China,Taiyuan,30031
819,China,Beijing,100176
819,China,Beijing,100176
819,China,Shenzhen,518172
819,China,Chengdu,610052
819,China,Chengdu,610052
819,China,Liuzhou,545006
819,China,Liuzhou,545006
819,China,Qingyuan,511515
819,China,Shenzhen,518040
819,China,Shenzhen,518131
819,China,Yulin,537000
819,China,Shanghai,201322
819,China,Jiaxing,314000
819,China,Su1zhou,215314
819,China,Su1zhou,215314
819,China,Shaoxing,311800
819,China,Hangzhou,311121
819,China,Jiangyin,214442
819,China,JiuJiang,332000
819,China,Huzhou,313000
819,China,Yongkang,321300
819,China,Liyang,213300
819,China,Nantong,226500
819,China,Beijing,100023
819,China,Beijing,100143
819,China,Dalian,116023
819,China,Beijing,100071
819,China,Tianjin,300457
819,China,Yuncheng,44000
819,China,Qingdao,266109
819,China,Linyi,276001
819,China,Foshan,528200
819,China,Dongguan,523076
819,China,Foshan,528000
819,China,Foshan,528000
819,China,Zhaoqing,526040
819,China,Yangzhou,225008
819,China,Jiaxing,314000
819,China,Ruian,325204
819,China,Quanzhou,362200
819,China,Ningbo,315821
819,China,Beijing,101312
819,China,Beijing,100071
819,China,Xinxiang,435000
819,China,Baoji,721013
819,China,Chengdu,610000
819,China,Chengdu,610000
819,China,Shenzhen,518019
819,China,Shenzhen,518019
819,China,Qingdao,266100
819,China,Taiyuan,30031
819,China,Chongqing,400039
819,China,Dongguan,523000
819,China,Dongguan,523000
819,China,Shenzhen,518172
819,China,Guangzhou,511430
819,China,Guangzhou,510651
819,China,Guangzhou,510670
819,China,Shenzhen,518040
819,China,Zhaoqing,526040
819,China,Shanghai,200331
819,China,Su1zhou,215314
819,China,Su1zhou,215314
819,China,Shanghai,200050
819,China,Nantong,226007
819,China,Nanjing,210036
819,China,Yancheng,224000
819,China,Shanghai,201803
819,China,Shanghai,201803
819,China,Hangzhou,311215
819,China,Lishui,323000
819,China,Ganzhou,341000
819,China,Dongyang,322100
819,China,Suzhou,215011
819,China,Taizhou,317500
819,China,Bozhou,236800
819,China,Yangzhou,225200
819,China,Liyang,213300
819,China,Hefei,230051
819,China,Tongxiang,314500
819,China,Beijing,102209
819,China,Qinhuangdao,66004
819,China,Changchun,130012
819,China,Deyang,618000
819,China,Leshan,614000
819,China,Guiyang,550081
819,China,Shijiazhuang,50061
819,China,ZHUHAI,519070
819,China,ZHUHAI,519070
819,China,ZHUHAI,519070
819,China,Xiamen,361006
819,China,Xiamen,361006
819,China,Xiamen,361006
819,China,Shanghai,201105
819,China,Qingdao,266100
819,China,Dongguan,523000
819,China,Dongguan,523000
819,China,Guangzhou,510670
819,China,Guangzhou,510670
819,China,Shenzhen,518023
819,China,Shenzhen,518023
819,China,Shenzhen,518023
819,China,Foshan,528000
819,China,Shenzhen,518110
819,China,SHAOYANG,422000
819,China,Changsha,410000
819,China,Changsha,410000
819,China,Haikou,571100
819,China,Changzhou,213022
819,China,Wujiang,215228
819,China,Shanghai,201803
819,China,Lishui,323000
819,China,Suzhou,215100
819,China,Xuzhou,221004
819,China,Xuzhou,221004
819,China,Liyang,213300
819,China,Huaibei,235000
819,China,Huaibei,235000
819,China,Yancheng,224007
819,China,Shanghai,201799
819,China,Beijing,101312
819,China,Beijing,100123
819,China,Tianjin,300381
819,China,Shijiazhuang,50000
819,China,Chengdu,610045
819,China,Chengdu,610045
819,China,Chongqing,400042
819,China,Chongqing,400020
819,China,JIANGMEN,529100
819,China,Guangzhou,510515
819,China,Fu2zhou,350011
819,China,JIANGMEN,529000
819,China,Nanning,530031
819,China,Chengdu,610041
819,China,Chongqing,401122
819,China,Wuhan,430051
819,China,Beijing,100195
819,China,Shenzhen,518172
819,China,Shenzhen,518172
819,China,Guangzhou,511430
819,China,Guangzhou,511430
819,China,Jieyang,522000
819,China,Jieyang,522000
819,China,Shenzhen,518049
819,China,Guangzhou,511400
819,China,Hengyang,421001
819,China,Liuzhou,545006
819,China,Liuzhou,545006
819,China,Nanning,530024
819,China,Guangzhou,510670
819,China,Guangzhou,510670
819,China,Shenzhen,518023
819,China,Foshan,528000
819,China,Nanchang,330100
819,China,Longyan,364000
819,China,Dongguan,523711
819,China,Su1zhou,215314
819,China,Xiamen,361026
819,China,Xuzhou,221121
819,China,Nantong,226001
819,China,Yancheng,224000
819,China,Shanghai,201803
819,China,Shanghai,200439
819,China,Zhangjiagang,215617
819,China,Fu Zhou,350100
819,China,Ganzhou,341000
819,China,Wuxi,214062
819,China,Suzhou,215011
819,China,Zhoushan,316000
819,China,Taizhou,317500
819,China,Nantong,226001
819,China,Lianyungang,222062
819,China,Dalian,116023
819,China,Luoyang,471000
819,China,Tianjin,300308
819,China,Chi Feng,24006
819,China,Qinhuangdao,66004
819,China,Chaoyang,122629
819,China,Zaozhuang,277000
819,China,Heze,274000
819,China,Panjin,124010
819,China,Deyang,618000
819,China,Mianyang,621000
819,China,Guang'an,638500
819,China,Leshan,614000
819,China,Chengdu,610000
819,China,Guangzhou,510300
819,China,Guangzhou,510300
819,China,Guiyang,550081
819,China,JIANGMEN,529100
819,China,Nanjing,210012
819,China,Nanjing,210012
819,China,ZHUHAI,519070
819,China,Shanghai,
819,China,Shanghai,201105
819,China,Jinan,250100
819,China,Dongguan,523000
819,China,Dongguan,523000
819,China,Shenzhen,518172
819,China,Shenzhen,518172
819,China,Guangzhou,511430
819,China,Chengdu,610041
819,China,Guangzhou,510651
819,China,Shenzhen,518023
819,China,Shenzhen,518023
819,China,Fuzhou,350101
819,China,Su1zhou,215314
819,China,Su1zhou,215314
819,China,Huzhou,313000
819,China,Nanjing,211100
819,China,Shanghai,201803
819,China,Quanzhou,362000
819,China,Fuzhou,350112
819,China,Suzhou,215100
819,China,Shanghai,200072
819,China,Shanghai,200072
819,China,Shanghai,201611
819,China,Nantong,226500
819,China,Nanjing,210032
819,China,Zhengzhou,450000
819,China,Leshan,614000
819,China,Wuhan,430040
819,China,XINGYI,562400
819,China,Foshan,528200
819,China,Guiyang,550081
819,China,Guiyang,550081
819,China,JIANGMEN,529100
819,China,Shenzhen,518054
819,China,Ningbo,315153
819,China,Shenyang,110025
819,China,Tianjin,300402
819,China,Chongqing,401122
819,China,Qingdao,266100
819,China,Guangzhou,510670
819,China,Changsha,410205
819,China,Shenzhen,518131
819,China,Changsha,410000
819,China,Fuzhou,350101
819,China,Ningbo,315318
819,China,Hangzhou,310051
819,China,Zhangjiagang,215617
819,China,Haining,314400
819,China,Tongxiang,314500
819,China,Wenzhou,325011
819,China,Wenzhou,325011
819,China,Huzhou,313000
819,China,Weifang,261057
819,China,Dalian,116037
819,China,Dongying,257100
819,China,Yibin,644000
819,China,Wuhan,430040
819,China,Wuhan,430200
819,China,Nanchang,330200
819,China,Nanning,530031
819,China,ZHONGSHAN,528436
819,China,Taiyuan,30031
819,China,Chengdu,610041
819,China,Shenzhen,518049
819,China,Guangzhou,511400
819,China,Shenzhen,518023
819,China,Shenzhen,518040
819,China,Shenzhen,518131
819,China,SHANGRAO,334100
819,China,Wuxi,214028
819,China,Shaoxing,311800
819,China,Nanjing,210036
819,China,Ganzhou,341000
819,China,Wenzhou,325011
819,China,Wenzhou,325011
819,China,Wuxi,214105
819,China,Linhai,317000
819,China,Changzhou,213164
819,China,Ningbo,315821
819,China,Wenzhou,325011
819,China,Wenzhou,325011
819,China,Shanghai,201206
819,China,Nantong,226500
819,China,Shanghai,201799
819,China,Shanghai,201799
819,China,Changchun,130033
819,China,Beijing,101102
819,China,Xinyang,464000
819,China,Chengdu,610045
819,China,Dazhou,635000
819,China,Leshan,614000
819,China,Guiyang,550081
819,China,Chongqing,400020
819,China,Guangzhou,510515
819,China,Shijiazhuang,50061
819,China,Xi'an,710021
819,China,Dongguan,523000
819,China,Dongguan,523000
819,China,Dongguan,523000
819,China,Dongguan,523000
819,China,Chengdu,610052
819,China,Shenzhen,518049
819,China,Shenzhen,518110
819,China,Ruian,325204
819,China,Wuxi,214028
819,China,Wuxi,214028
819,China,Quzhou,324000
819,China,Hangzhou,311121
819,China,Quanzhou,362000
819,China,Jiaxing,314001
819,China,Nanjing,210039
819,China,Suqian,223812
819,China,Hefei,230051
819,China,Huaibei,235000
819,China,Jingjiang,214500
819,China,Yingkou,115000
819,China,Changzhi,46000
819,China,Weifang,261051
819,China,Chongqing,400054
819,China,Leshan,614000
819,China,Wuhan,430200
819,China,Chengdu,610000
819,China,Guangzhou,510300
819,China,Nanjing,210012
819,China,Nanjing,210012
819,China,Hefei,230011
819,China,Beijing,100192
819,China,Dongguan,523000
819,China,Dongguan,523000
819,China,Jieyang,522000
819,China,Jieyang,522000
819,China,Jieyang,522000
819,China,Guangzhou,510670
819,China,Guilin,541213
819,China,Shenzhen,518023
819,China,Shenzhen,518040
819,China,Foshan,528000
819,China,Foshan,528303
819,China,Tai1zhou,318050
819,China,Tai1zhou,318050
819,China,Xuzhou,221121
819,China,Wuxi,214028
819,China,Quzhou,324000
819,China,Yancheng,224000
819,China,Shanghai,200439
819,China,Ganzhou,341000
819,China,Shanghai,200072
819,China,Tongxiang,314500
819,China,Jingjiang,214500
819,China,Tianjin,300308
819,China,Taiyuan,30032
819,China,Beijing,101102
819,China,Langfang,65000
819,China,Beijing,100028
819,China,Qingdao,266109
